"","X","amt_above_atv10_pred","app_id","assessment","atv","businessLicense","businessScope","businessType","cash","companyCode","companyPhone","crawled_at","credit","emergencyContact","emergencyContactPhone","gmv_amt","gmv_avg","gmv_cnt","gmv_month","gmv_rstd","has_sz","income","income_before_wash","is_assessment_better","is_pop","limit","limit_before_loan","limit_before_loan_fluct","loan_amt","loan_balance","loan_cnt","loan_quality","mainBusiness","max_active_days","max_overdue_amt","max_overdue_amt_p","max_overdue_days","overdue_current","overdue_loan_amt","overdue_loan_amt_p","overdue_loan_cnt","platform","punish_fake_amt","punish_fake_cnt","punish_normal_amt","punish_normal_cnt","punish_serious_amt","punish_serious_cnt","punish_total_amt","punish_total_cnt","punish_wash_amt","punish_wash_cnt","refund_amt","refund_rate","registeredCapital","remDays","shop_type","taxpayerCode","transport_id","weight_account","weight_busi","weight_fluct","weight_loan","weight_refuse","weight_time","target","num"
"7025",7024,NA,283263,"9.71",553.1348,"914109025991246318","玩具乐器","专营店",7537.06,"914109025991246318","13051322229","2018-05-29 15:10:18",0,NA,NA,9627944,802328.7,12,13,0.3237141,"True",722095.8,722095.8,"True","",359008.1,530844.3,530844.3,1300000,1015014,5,"True","玩具乐器",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,1,0,1,0,1,NA,NA,"50万元","","SOP",9.14109e+17,241310,0.95,1,1,1,1,1.031781,0,1
"7026",7025,NA,283303,"9.47",106.3101,"91440113552362923","服饰内衣","厂商授权旗舰店",0.96,"91440113552362923H","18818800640","2018-05-29 17:40:16",0,NA,NA,7986214,665517.8,12,13,0.7481592,"True",419276.2,598966,"True","",0,308228.3,246582.7,641460,1719551,10,"True","服饰内衣",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,4,2,25,1,29,3,25,1,NA,NA,"100万元","","SOP",9.144011e+16,241319,0.95,1,0.8,1,0,1.031781,0,1
"7027",7026,NA,283278,"9.77",28.21035,"91440300591896274","手机","厂商直营旗舰店",1.49,"91440300591896274L","13728818048","2018-05-29 16:16:18",1155,NA,NA,1692908,141075.7,12,13,0.2124212,"True",126968.1,126968.1,"True","",0,112007.8,134409.3,341600,477326.4,10,"True","手机",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,1,2,2,0,1,NA,NA,"100万元","","SOP",9.14403e+16,241333,0.95,1,1.2,1.2,1,1.031781,0,1
"7028",7027,NA,283279,"9.42",29.3617,"91440300591896274","手机","专营店",0.62,"91440300591896274L","13728818048","2018-05-29 16:18:18",1784,NA,NA,179605.5,14967.13,12,13,0.4137583,"True",13470.42,13470.42,"True","",0,13071.55,13071.55,87000,78215.87,2,"True","手机",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.14403e+16,241333,1.045,1,1,1.2,1,1.031781,0,1
"7029",7028,NA,283314,"9.67",92.86185,"91510107582648156","鞋靴","厂商直营旗舰店",0,"91510107582648156Y","13551113012","2018-05-29 18:26:16",0,NA,NA,482649.3,40220.78,12,13,0.5108573,"True",36198.7,36198.7,"True","",20039.66,26611.25,26611.25,23002,46797.57,9,"True","鞋靴",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,1,0,1,0,1,NA,NA,"100万元","","SOP",5.101076e+14,241364,0.95,1,1,1,1,1.031781,0,1
"7030",7029,NA,283322,"9.52",309.3078,"91320594072734118","服饰内衣","厂商直营旗舰店",0,"07273411-8","0512-66517065","2018-05-29 20:18:16",14940,NA,NA,1655985,137998.7,12,13,0.632468,"True",124198.8,124198.8,"True","",27412.02,109564.8,87651.85,285466,243253.2,4,"True","服饰内衣",423,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","","SOP",3.205001e+14,241374,0.95,1,0.8,1.2,1,1.031781,0,1
"7031",7030,NA,283492,"9.57",57.85609,"91371424581917529","运动户外","厂商直营旗舰店",3980.81,"91371424581917529R","15339985088","2018-05-31 08:51:18",0,NA,NA,1425139,118761.6,12,13,0.3829169,"True",106885.4,106885.4,"True","",0,86525.59,86525.59,108170,321521.7,7,"True","运动户外",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",9.137142e+16,241396,1.045,1,1,1,1,1.032877,0,1
"7032",7031,NA,283346,"9.86",88.80239,"91310116599766335","厨具","厂商授权旗舰店",NA,"91310116599766335R","13967938118","2018-05-30 09:47:14",NA,NA,NA,40849.1,3404.092,12,13,2.148674,"True",3063.682,3063.682,"True","",1239.394,2478.788,1239.394,0,NA,0,"True","厨具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"10万元","","SOP",9.131012e+16,241397,1.045,1,0.5,1,1,1.032329,0,1
"7033",7032,NA,283354,"9.48",140.337,"91360521063450906","服饰内衣","专营店",32.06,"06345090-6","18679011984","2018-05-30 10:33:14",0,NA,NA,2410312,200859.3,12,13,0.4950863,"True",180773.4,180773.4,"True","",132965,132965,132965,0,0,0,"True","服饰内衣",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,41,3,0,0,41,3,0,0,NA,NA,"50万元","","SOP",3.605211e+14,241408,0.95,1,1,1,0,1.032329,0,1
"7034",7033,NA,283390,"9.55",223.2926,"350603100035887","母婴","专营店",10925.15,"31557767-2","15860617807","2018-05-30 15:09:18",0,NA,NA,10396823,866401.9,12,13,0.6701699,"True",779761.7,779761.7,"True","",458833.2,573541.5,458833.2,687894,498384.6,3,"True","母婴",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,4,0,0,5,4,0,0,NA,NA,"100万元","","SOP",3.506033e+14,241453,0.95,1,0.8,1,1,1.032329,0,1
"7035",7034,NA,283405,"9.33",212.2584,"913502030728395773","食品饮料","厂商授权旗舰店",55.07,"913502030728395773","13779987668","2018-05-30 16:03:18",117727,NA,NA,46864480,3905373,12,13,0.8385659,"True",2460385,3514836,"True","",1737310,2171637,1737310,648000,1182272,7,"True","食品饮料",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,50,3,50,3,50,3,NA,NA,"500万元","","SOP",9.13502e+17,241463,0.95,1,0.8,1.2,0,1.032329,0,1
"7036",7035,NA,283414,"9.83",197.7816,"91320581089392468","服饰内衣","厂商授权旗舰店",NA,"91320581089392468X","15851566887","2018-05-30 16:47:18",NA,NA,NA,1619041,134920,12,13,1.440967,"True",121428,121428,"True","",44657.24,89314.48,44657.24,0,NA,0,"True","服饰内衣",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,12,5,0,0,12,5,0,0,NA,NA,"100万元","","SOP",9.132058e+16,241474,0.95,1,0.5,1,1,1.032329,0,1
"7037",7036,NA,283432,"9.56",291.0191,"91350181","家具","厂商授权旗舰店",51.14,"91350181MA2Y7YYA0C","0591-85679825","2018-05-30 17:21:18",21400,NA,NA,507828.3,42319.03,12,13,0.3410973,"True",38087.12,38087.12,"True","",0,36978.99,36978.99,290000,290000,1,"True","家具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",91350181,241476,1.045,1,1,1.2,1,1.032329,0,1
"7038",7037,NA,283434,"9.63",255.4964,"91350181","家具","专卖店",0,"91350181MA2Y7YYA0C","0591-85679825","2018-05-30 17:23:18",117503,NA,NA,402917.8,33576.49,12,13,0.6089997,"True",30218.84,30218.84,"True","",0,29339.63,23471.7,90000,90000,1,"True","家具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",91350181,241476,1.045,1,0.8,1.2,1,1.032329,0,1
"7039",7038,NA,283435,"9.32",250.5447,"91350181","家具","专营店",0,"91350181MA2Y7YYA0C","0591-85679825","2018-05-30 17:23:18",60188,NA,NA,321699.3,26808.28,12,13,0.7563108,"True",24127.45,24127.45,"True","",0,23425.47,18740.37,60000,60000,1,"True","家具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",91350181,241476,1.045,1,0.8,1.2,1,1.032329,0,1
"7040",7039,NA,283455,"9.54",109.4817,"9133011057145628","礼品箱包","专营店",91.37,"57145628-x","057188979057","2018-05-30 18:19:18",9765,NA,NA,355502.6,29625.22,12,13,0.3403945,"True",26662.69,26662.69,"True","",0,25886.95,25886.95,138840,87947.95,3,"True","礼品箱包",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",3.301256e+13,241496,1.045,1,1,1.2,1,1.032329,0,1
"7041",7040,NA,283452,"9.69",237.7256,"9133011057145628","礼品箱包","专营店",5.32,"57145628-x","057188979057","2018-05-30 18:13:18",0,NA,NA,10236449,853037.5,12,13,0.1914495,"True",767733.7,767733.7,"True","",442051.6,621163.9,745396.7,388211,958457.7,4,"True","礼品箱包",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",3.301256e+13,241496,1.045,1,1.2,1,1,1.032329,0,1
"7042",7041,NA,283463,"9.59",253.1732,"91320324","家具","厂商授权旗舰店",7.66,"91320324MA1MALPBXD","13914827799","2018-05-30 18:41:18",0,NA,NA,482512.4,40209.36,12,13,0.3725299,"True",36188.43,36188.43,"True","",0,29279.61,29279.61,248788,231466.4,5,"True","家具",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"200万元","","SOP",91320324,241504,1.045,1,1,1,1,1.032329,0,1
"7043",7042,NA,283478,"",1679,"914403003498664723","家装建材","厂商直营旗舰店",NA,"914403003498664723","0768-6835702","2018-05-30 22:39:18",NA,NA,NA,82287,6857.25,12,13,0.7695461,"True",6171.525,6171.525,"","",3994.644,4993.305,3994.644,0,NA,0,"True","家装建材",424,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.14403e+17,241514,1.045,1,0.8,1,1,1.032329,0,1
"7044",7043,NA,283507,"9.68",NA,"91440300335332090","家具","厂商直营旗舰店",NA,"91440300335332090C","13703021902","2018-05-31 10:27:18",NA,NA,NA,0,0,12,13,NA,"True",0,0,"True","",0,0,0,0,NA,0,"True","家具",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.14403e+16,241524,1.045,1,1.2,1,1,1.032877,0,1
"7045",7044,NA,283499,"9.61",34.48184,"91451000","生鲜","专营店",986.38,"91451000MA5LB60L3K","0771-4300513","2018-05-31 09:53:18",0,NA,NA,402816.9,33568.07,12,13,1.244223,"True",30211.27,30211.27,"True","",11116.61,22233.22,11116.61,0,5343.92,0,"True","生鲜",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","","SOP",91451000,241530,0.95,1,0.5,1,1,1.032877,0,1
"7046",7045,NA,283500,"9.59",36.82492,"91451022","生鲜","厂商授权旗舰店",2577.38,"91451022MA5KB1NC17","18677631008","2018-05-31 09:55:18",3719,NA,NA,1180938,98411.53,12,13,1.337626,"True",88570.37,88570.37,"True","",39108.67,78217.35,39108.67,78000,96280.17,1,"True","生鲜",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,4,0,0,5,4,0,0,NA,NA,"100万元","","SOP",91451022,241530,0.95,1,0.5,1.2,1,1.032877,0,1
"7047",7046,NA,283501,"9.5",41.57085,"91451000","生鲜","厂商授权旗舰店",949.48,"91451000MA5LB60L3K","0771-4300513","2018-05-31 09:57:18",0,NA,NA,800904,66742,12,13,1.118165,"True",60067.8,60067.8,"True","",22102.69,44205.38,22102.69,0,60245.69,0,"True","生鲜",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,3,0,0,3,3,0,0,NA,NA,"100万元","","SOP",91451000,241530,0.95,1,0.5,1,1,1.032877,0,1
"7048",7047,NA,283505,"9.06",75.76763,"91330782307725364","礼品箱包","专营店",104.47,"91330782307725364P","18155431179","2018-05-31 10:23:18",16780,NA,NA,489610.4,40800.87,12,13,0.2102825,"True",36720.78,36720.78,"True","",2454.971,32428.47,38914.17,1e+05,83219.93,1,"True","礼品箱包",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,4,0,0,3,4,0,0,NA,NA,"200万元","","SOP",9.133078e+16,241531,0.95,1,1.2,1.2,1,1.032877,0,1
"7049",7048,NA,283515,"9.15",29.11827,"91610103097884008","美妆护肤","厂商直营旗舰店",2272.01,"91610103097884008N","13926031255","2018-05-31 11:05:18",0,NA,NA,15782.1,1315.175,12,13,0.4343159,"True",1183.658,1183.658,"True","",958.191,958.191,958.191,0,0,0,"True","美妆护肤",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",9.16101e+16,241545,1.045,1,1,1,1,1.032877,0,1
"7050",7049,NA,283549,"9.41",148.3321,"914419007701805621","母婴","专营店",42.06,"914419007701805621","0769-86952205","2018-05-31 13:23:18",0,NA,NA,2097528,174794,12,13,1.389473,"True",157314.6,157314.6,"True","",11372.15,127348.9,63674.44,425811,354810.8,3,"True","母婴",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",9.14419e+17,241570,1.045,1,0.5,1,1,1.032877,0,1
"7051",7050,NA,283552,"9.84",220.5986,"913101200729344515","家装建材","专营店",NA,"913101200729344515","18616105529","2018-05-31 13:29:18",NA,NA,NA,180229,15019.08,12,13,0.3701226,"True",13517.18,13517.18,"True","",10942.39,10942.39,10942.39,0,NA,0,"True","家装建材",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"2000万元","","SOP",9.131012e+17,241572,1.045,1,1,1,1,1.032877,0,1
"7052",7051,NA,283573,"9.64",213.1781,"913204040566721725","汽车用品","厂商直营旗舰店",NA,"913204040566721725","13861250990","2018-05-31 15:05:18",NA,NA,NA,785987.5,65498.96,12,13,0.8428509,"True",58949.06,58949.06,"True","",34705.65,43382.07,34705.65,0,NA,0,"True","汽车用品",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,12,9,0,1,12,10,0,1,NA,NA,"100万元","","SOP",9.13204e+17,241589,0.95,1,0.8,1,1,1.032877,0,1
"7053",7052,NA,283579,"9.63",1666.436,"330481000140449","服饰内衣","厂商直营旗舰店",143.58,"06690879-1","0573-87271630","2018-05-31 15:23:18",0,NA,NA,3201321,266776.7,12,13,0.7368042,"True",240099.1,240099.1,"True","",0,194364.3,155491.4,1543344,953311.1,3,"True","服饰内衣",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",3.304811e+14,241602,1.045,1,0.8,1,1,1.032877,0,1
"7054",7053,NA,283582,"9.45",74.4009,"91210211792025248","礼品箱包","专营店",NA,"91210211792025248P","15140662100","2018-05-31 15:55:18",NA,NA,NA,277143.4,23095.28,12,13,0.3140318,"True",20785.75,20785.75,"True","",16826.42,16826.42,16826.42,0,NA,0,"True","礼品箱包",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"10万元","","SOP",9.121021e+16,241604,1.045,1,1,1,1,1.032877,0,1
"7055",7054,NA,283604,"9.71",185,"91360724","家具","厂商授权旗舰店",420.03,"91360724MA361Q2G8C","13116514658","2018-05-31 16:43:18",0,NA,NA,633933,52827.75,12,13,0.3320626,"True",47544.97,47544.97,"True","",38488.47,38488.47,38488.47,13124,13124,1,"True","家具",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"110万元","","SOP",91360724,241615,1.045,1,1,1,1,1.032877,0,1
"7056",7055,NA,283616,"9.85",970.7812,"91440300","电脑、办公","厂商授权旗舰店",1382.31,"91440300MA5DD53J74","13911770580","2018-05-31 17:39:18",80000,NA,NA,232987.5,19415.62,12,13,1.293578,"True",17474.06,17474.06,"True","",7072.776,14145.55,7072.776,0,0,0,"True","电脑、办公",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"1000万元","","SOP",91440300,241628,1.045,1,0.5,1,1,1.032877,0,1
"7057",7056,NA,283640,"9.37",75.2225,"130527000012349","汽车用品","专营店",0,"33636370-2","18631955292","2018-05-31 20:49:18",0,NA,NA,171145.7,14262.14,12,13,0.4152775,"True",12835.92,12835.92,"True","",0,10390.9,10390.9,133408,55190.47,2,"True","汽车用品",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",1.305273e+14,241630,1.045,1,1,1,1,1.032877,0,1
"7058",7057,NA,283634,"9.49",84.61494,"91130527095986123","汽车用品","专营店",0,"91130527095986123P","0319-5522228","2018-05-31 20:11:18",24,NA,NA,386357.4,32196.45,12,13,0.1665772,"True",28976.8,28976.8,"True","",0,28148.66,33778.39,102000,79975.39,3,"True","汽车用品",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"80万元","","SOP",9.113053e+16,241630,1.045,1,1.2,1.2,1,1.032877,0,1
"7059",7058,NA,283629,"9.24",170.1725,"91130527095986123","宠物生活","专营店",0,"91130527095986123P","0319-5522228","2018-05-31 19:21:18",0,NA,NA,3198494,266541.2,12,13,1.193544,"True",239887.1,239887.1,"True","",97096.34,194192.7,97096.34,308866,174312.3,2,"True","宠物生活",425,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"80万元","","SOP",9.113053e+16,241630,1.045,1,0.5,1,1,1.032877,0,1
"7060",7059,NA,283674,"9.61",113.1632,"91440300","电脑、办公","厂商授权旗舰店",NA,"91440300MA5EXDK1XR","15000755188","2018-06-01 10:27:18",NA,NA,NA,2150.1,179.175,12,13,2.236068,"True",161.2575,161.2575,"True","",64.26619,128.5324,64.26619,0,NA,0,"True","电脑、办公",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"1000万元","","SOP",91440300,241678,1.045,1,0.5,1,1,1.016986,0,1
"7061",7060,NA,283672,"9.51",104,"91440106084851979","服饰内衣","厂商授权旗舰店",0,"91440106084851979W","13710733316","2018-06-01 10:25:18",0,NA,NA,273395,22782.92,12,13,0.3012063,"True",20504.62,20504.62,"True","",3418.94,16343.48,16343.48,8327,42373.22,8,"True","服饰内衣",396,1117.48,0.893984,2,"True",2234.96,1.787968,2,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"500万元","","SOP",9.144011e+16,241678,1.045,1,1,1,1,1.016986,0,1
"7062",7061,NA,283678,"9.41",246.1543,"91330382087386240","家装建材","专卖店",29130.63,"91330382087386240Q","18857720570","2018-06-01 10:51:18",206708,NA,NA,1886280,157190,12,13,0.4237585,"True",141471,141471,"True","",0,123012.3,123012.3,710000,591666.7,1,"True","家装建材",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,6,1,0,0,6,1,0,0,NA,NA,"100万元","","SOP",9.133038e+16,241680,0.95,1,1,1.2,1,1.016986,0,1
"7063",7062,NA,283086,"9.52",85.67428,"913301050567014983","厨具","厂商授权旗舰店",93711.27,"913301050567014983","0571-87648975","2018-05-28 12:30:18",5000,NA,NA,21675707,1806309,12,13,0.2660462,"True",1625678,1625678,"True","",1303314,1433367,1720040,1870000,1295000,5,"True","厨具",422,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"100万元","","SOP",9.133011e+17,241690,0.95,1,1.2,1.2,1,1.031233,0,1
"7064",7063,NA,283682,"9.68",128.8252,"91330782","母婴","专营店",NA,"91330782MA29MKNF26","18357201452","2018-06-01 11:43:18",NA,NA,NA,423319.5,35276.62,12,13,0.1819477,"True",31748.96,31748.96,"True","",27606.46,23005.38,27606.46,0,NA,0,"True","母婴",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,3,0,0,3,3,0,0,NA,NA,"50万元","","SOP",91330782,241693,0.95,1,1.2,1,1,1.016986,0,1
"7065",7064,NA,283681,"",125.0057,"91310109","母婴","厂商直营旗舰店",NA,"91310109MA1G53T03Y","17606721916","2018-06-01 11:41:18",NA,NA,NA,918416.7,76534.73,12,13,0.8174072,"True",68881.26,68881.26,"","",39929.24,49911.55,39929.24,0,NA,0,"True","母婴",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,8,0,0,8,8,0,0,NA,NA,"100万元","","SOP",91310109,241693,0.95,1,0.8,1,1,1.016986,0,1
"7066",7065,NA,283680,"9.03",95.496,"91310116320777353","母婴","专营店",6291.23,"91310116320777353P","15858983386","2018-06-01 11:41:18",59968,NA,NA,1189805,99150.42,12,13,0.3694289,"True",89235.38,89235.38,"True","",0,77592.24,77592.24,322953,260821.9,2,"True","母婴",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,4,0,0,5,4,0,0,NA,NA,"50万元","","SOP",9.131012e+16,241693,0.95,1,1,1.2,1,1.016986,0,1
"7067",7066,NA,283883,"9.33",53.67567,"310114002456298","运动户外","厂商直营旗舰店",9869.93,"91310114055860796A","18121007295","2018-06-03 21:48:43",87335,NA,NA,823608.2,68634.02,12,13,0.3962215,"True",61770.62,61770.62,"True","",57792.45,59145.76,59145.76,1e+05,32664.59,1,"True","运动户外",398,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",3.101141e+14,241698,1.045,1,1,1.2,1,1.018082,0,1
"7068",7067,NA,283784,"9.55",209.9603,"440301106306411","运动户外","专营店",0,"59778977-9","13544356118","2018-06-02 11:20:43",0,NA,NA,2561404,213450.4,12,13,0.2161044,"True",192105.3,192105.3,"True","",16474.19,139275.1,167130.1,14360,428104.4,1,"True","运动户外",397,114088.8,867.0748,21,"True",365900,2307.477,12,"JINGDONG",0,0,2,1,0,0,2,1,0,0,NA,NA,"50万元","","SOP",4.403006e+14,241737,0.95,1,1.2,1,1,1.017534,1,1
"7069",7068,NA,283785,"9.67",182.4386,"440301106306411","运动户外","专卖店",0,"59778977-9","13544356118","2018-06-02 11:20:43",0,NA,NA,747062.8,62255.23,12,13,0.2645062,"True",56029.71,56029.71,"True","",0,44683.27,53619.93,27376,144104.6,3,"True","运动户外",397,7420.33,13.90336,9,"True",55912.86,127.6187,18,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"50万元","","SOP",4.403006e+14,241737,1.045,1,1.2,1,1,1.017534,0,1
"7070",7069,NA,283743,"9.18",1269,"913301083282590833","家具","专卖店",NA,"913301083282590833","0575-89302166","2018-06-01 18:06:43",NA,NA,NA,1212749,101062.4,12,13,0.5136925,"True",90956.18,90956.18,"True","",65907.09,65907.09,65907.09,0,NA,0,"True","家具",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,1,0,1,0,1,NA,NA,"100万元","","SOP",9.133011e+17,241750,0.95,1,1,1,1,1.016986,0,1
"7071",7070,NA,283744,"8.96",1895.269,"913301083282590833","家具","厂商授权旗舰店",71316.99,"913301083282590833","0575-89302166","2018-06-01 18:06:43",1074960,NA,NA,10432623,869385.2,12,13,0.2592544,"True",782446.7,782446.7,"True","",816426.8,680355.6,816426.8,1300000,225039.2,1,"True","家具",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,1,0,0,0,1,0,0,NA,NA,"100万元","","SOP",9.133011e+17,241750,0.95,1,1.2,1.2,1,1.016986,0,1
"7072",7071,NA,283749,"9.39",63.52399,"914403000527643444","医药保健","专营店",0.66,"914403000527643444","15296039078","2018-06-01 18:40:43",27230,NA,NA,420013.8,35001.15,12,13,0.2654844,"True",31501.03,31501.03,"True","",1416.62,27390.88,32869.06,26662,72769.24,8,"True","医药保健",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,25,2,0,0,25,2,0,0,NA,NA,"100万元","","SOP",9.14403e+17,241755,0.95,1,1.2,1.2,1,1.016986,0,1
"7073",7072,NA,283750,"9.6",78.28757,"91440300349721724","医药保健","厂商授权旗舰店",0.61,"91440300349721724F","13347603287","2018-06-01 18:42:43",0,NA,NA,330624.3,27552.02,12,13,0.3407677,"True",24796.82,24796.82,"True","",0,19764.63,19764.63,72227,151077.7,5,"True","医药保健",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.14403e+16,241755,1.045,1,1,1,1,1.016986,0,1
"7074",7073,NA,283751,"9.68",85.4064,"91440300081282678","医药保健","专营店",428.86,"081282678","13347603287","2018-06-01 18:44:43",0,NA,NA,1275209,106267.4,12,13,0.2481906,"True",95640.7,95640.7,"True","",0,69301.51,83161.82,96996,851284.7,10,"True","医药保健",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,12,1,0,0,12,1,0,0,NA,NA,"100万元","","SOP",4.403001e+14,241755,0.95,1,1.2,1,1,1.016986,0,1
"7075",7074,NA,283752,"9.63",78.60321,"914403000758419714","医药保健","专营店",0.3,"914403000758419714","13347603287","2018-06-01 18:44:43",0,NA,NA,948615.8,79051.31,12,13,0.2202086,"True",71146.18,71146.18,"True","",26379.72,56707.99,68049.59,26288,117991.4,10,"True","医药保健",396,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.14403e+17,241755,1.045,1,1.2,1,1,1.016986,0,1
"7076",7075,NA,283772,"9.24",439.796,"91330281","家用电器","专卖店",10259.75,"91330281MA281RGF1N","15221080264","2018-06-02 09:52:43",45644,NA,NA,3721994,310166.2,12,13,0.8908839,"True",279149.5,279149.5,"True","",0,267143.6,213714.9,1290393,1199411,3,"True","家用电器",397,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"118万元","","SOP",91330281,241775,1.045,1,0.8,1.2,1,1.017534,0,1
"7077",7076,NA,283774,"9.59",560.0209,"913203245703432080","家具","厂商直营旗舰店",115.48,"913203245703432080","0516-88029080","2018-06-02 10:10:43",0,NA,NA,2581867,215155.6,12,13,0.3907007,"True",193640,193640,"True","",67919.29,154426.5,154426.5,550493,328897.5,3,"True","家具",397,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"500万元","","SOP",9.132032e+17,241776,1.045,1,1,1,1,1.017534,0,1
"7078",7077,NA,283783,"9.75",545.6647,"912102025760752162","医药保健","厂商直营旗舰店",NA,"912102025760752162","13130011166","2018-06-02 11:12:43",NA,NA,NA,28920.23,2410.019,12,13,1.722872,"True",2169.017,2169.017,"True","",864.8875,1729.775,864.8875,0,NA,0,"True","医药保健",397,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"200万元","","SOP",9.12102e+17,241783,1.045,1,0.5,1,1,1.017534,0,1
"7079",7078,NA,283794,"9.22",169,"911101063302528764","美妆护肤","专营店",0,"911101063302528764","15011196333","2018-06-02 15:02:43",8221,NA,NA,260929,21744.08,12,13,0.4448741,"True",19569.67,19569.67,"True","",0,18728,18728,91779,91779,1,"True","美妆护肤",397,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","","SOP",9.111011e+17,241797,1.045,1,1,1.2,1,1.017534,0,1
